,full-existence,full-executive,full-existence-executive,full-property,full-existence-property,full-executive-property,full-existence-executive-property,full-,content management-existence,content management-executive,content management-existence-executive,content management-property,content management-existence-property,content management-executive-property,content management-existence-executive-property,content management-,data storage & processing-existence,data storage & processing-executive,data storage & processing-existence-executive,data storage & processing-property,data storage & processing-existence-property,data storage & processing-executive-property,data storage & processing-existence-executive-property,data storage & processing-,devops and cloud-existence,devops and cloud-executive,devops and cloud-existence-executive,devops and cloud-property,devops and cloud-existence-property,devops and cloud-executive-property,devops and cloud-existence-executive-property,devops and cloud-,soa and middlewares-existence,soa and middlewares-executive,soa and middlewares-existence-executive,soa and middlewares-property,soa and middlewares-existence-property,soa and middlewares-executive-property,soa and middlewares-existence-executive-property,soa and middlewares-,software development tools-existence,software development tools-executive,software development tools-existence-executive,software development tools-property,software development tools-existence-property,software development tools-executive-property,software development tools-existence-executive-property,software development tools-,web development-existence,web development-executive,web development-existence-executive,web development-property,web development-existence-property,web development-executive-property,web development-existence-executive-property,web development-,
data storage & processing-existence,,,,,,,,,,,,,,,,,,Greater (1.0),Less (0.017093340839024775),Less (1.9314337536349635e-08),Less (3.4489190708358845e-32),Greater (0.9886397699881045),Less (8.414776439262918e-05),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999997930792623),Greater (0.998593056775613),Greater (0.9999561077366378),Greater (0.9999998311298505),Equal (0.07382583970476768),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999416),Greater (0.998577298571812),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999999764399866),Greater (0.999742288488003),Greater (0.9991848949806543),Less (0.004597250364594392),Equal (0.5224109683086275),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999839),Greater (1.0),Greater (0.9999999999984378),Greater (0.9999999999999668),Equal (0.6643965543546551),Greater (1.0),
data storage & processing-executive,,,,,,,,,,,,,,,,,,,Less (3.930666174595143e-56),Less (9.306568923225199e-130),Less (2.762901688796626e-245),Less (8.761446585543917e-15),Less (9.895267041823918e-26),Less (4.9326568367996763e-107),Less (9.584094465191453e-41),Less (0.0),Less (7.111987118746062e-97),Less (4.667136682352977e-11),Less (1.8855191663533163e-13),Less (8.738701896315126e-08),Less (7.478890517725615e-11),Less (3.8033297988500097e-87),Greater (1.0),Greater (1.0),Equal (0.9107027757423707),Equal (0.24316952815972182),Equal (0.6081851861569654),Equal (0.25856230814600234),Equal (0.9154998329769602),Greater (1.0),Equal (0.1808496787366317),Greater (1.0),Equal (0.05296701105353385),Less (3.0366479746443477e-06),Less (0.00011610319631272712),Less (1.9150655766936424e-19),Less (0.0031237979840886046),Greater (1.0),Greater (0.9999999999305128),Greater (1.0),Equal (0.6333672394261876),Equal (0.15925381689141094),Equal (0.094993935357274),Equal (0.07874149734874934),Less (0.003927798509823651),Greater (1.0),
data storage & processing-existence-executive,,,,,,,,,,,,,,,,,,,,Equal (0.054871551048535756),Less (4.1654359015981125e-08),Greater (0.9996797516543924),Less (0.003092876835377509),Greater (1.0),Greater (1.0),Greater (0.9999999999999942),Greater (0.9999999297306553),Greater (0.9999633385145693),Greater (0.9999990440909533),Greater (0.9999999979809086),Greater (0.9955461081400939),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9998571013612634),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999979757913),Greater (0.9999918523070985),Greater (0.9999705506614925),Equal (0.07762750578273453),Equal (0.7191150045428636),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999999999999991),Greater (1.0),Equal (0.3541306181427468),Greater (1.0),
data storage & processing-property,,,,,,,,,,,,,,,,,,,,,Less (1.0971867369267909e-05),Greater (0.9999998979606605),Equal (0.07256674589558276),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999981512865),Greater (0.9999999999996113),Greater (1.0),Greater (0.9999955078798746),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999870300257647),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999551),Greater (0.9999999986797355),Greater (0.9999999651901659),Equal (0.3994130781033355),Equal (0.9971895043656478),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.13395176671745138),Greater (1.0),
data storage & processing-existence-property,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999999999989),Equal (0.9840010636201204),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999435476),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999999714093043),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999998),Greater (0.9999999999997616),Equal (0.3477801781426504),Equal (0.5617317416173212),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9892372590163),Greater (1.0),
data storage & processing-executive-property,,,,,,,,,,,,,,,,,,,,,,,Less (1.6161469220923321e-06),Greater (0.9997922419987045),Greater (0.999426538674598),Equal (0.7216876892811626),Equal (0.33692667531871123),Equal (0.5609676131377075),Equal (0.397520498279053),Equal (0.05722165661918245),Equal (0.6702649319658908),Greater (0.99999810575844),Greater (1.0),Greater (1.0),Greater (0.999999952920318),Greater (0.9999999995334927),Greater (0.99999994346694),Greater (0.9999999359516779),Greater (0.9880410307722292),Greater (1.0),Greater (0.9999999999911333),Greater (1.0),Greater (0.9984995637439036),Equal (0.17843982724050433),Equal (0.1609476292771317),Less (0.00016142397404800984),Equal (0.23904476218526227),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999998332423436),Greater (0.999999999693548),Greater (0.9999726405466038),Greater (0.9999999826084593),Equal (0.7829999510658383),Greater (1.0),
data storage & processing-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999999999984),Greater (1.0),Greater (0.9999999999999984),Greater (0.999999999999561),Greater (0.9999999861765317),Greater (0.9999999996269494),Greater (0.9999999999999664),Greater (0.9999999285710759),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999990510528808),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999996101),Greater (0.9999999933697526),Greater (0.99999995538564),Equal (0.5986507407060548),Equal (0.5526868837059242),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999992),Greater (1.0),Greater (0.9879395895453952),Greater (1.0),
data storage & processing-,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.45748284798633565),Less (5.392836006720757e-119),Less (1.5905145146546119e-24),Less (0.008569160427031175),Less (0.008111880677134226),Equal (0.5049043474598676),Less (0.002355555130185874),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999709494474232),Greater (0.9999997357248636),Greater (0.9999466147207992),Greater (0.9999825671588232),Equal (0.18291971675732788),Greater (1.0),Greater (0.9999999999999994),Greater (1.0),Equal (0.2446310182194038),Equal (0.25220895804043353),Equal (0.4741357334781495),Less (3.077670791716902e-11),Equal (0.057322802088611534),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999153572892843),Greater (0.9999998056580466),Greater (0.9842657648851328),Greater (0.9999969585485682),Equal (0.17870561440903288),Greater (1.0),
devops and cloud-existence,,,,,,,,,,,,,,,,,,,,,,,,,,Less (6.381221424470723e-28),Less (3.9705730263658817e-20),Less (0.011910440535064258),Less (0.012730365547502034),Equal (0.5059605845796494),Less (0.0012271840489622432),Greater (0.9997589408364013),Greater (1.0),Greater (1.0),Greater (0.9999994649252986),Greater (0.9999999837732574),Greater (0.9999945097645613),Greater (0.9999999099057414),Equal (0.07978404783690204),Greater (1.0),Greater (0.9999999999999917),Greater (1.0),Equal (0.12842139182974402),Equal (0.21230874665960375),Equal (0.5583650277545257),Less (5.529051161794876e-14),Less (0.017197474830123446),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999972036826669),Greater (0.9999999958663301),Greater (0.9958733598500575),Greater (0.999999965400251),Equal (0.1754112533888541),Greater (1.0),
devops and cloud-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.05778991773052267),Equal (0.44977625570369817),Equal (0.1455172577690787),Greater (0.9985130753145363),Equal (0.7644645465635849),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9990176460339651),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999896124080472),Equal (0.25704276961599093),Equal (0.10803816111148205),Less (1.8292324560237224e-12),Equal (0.08490832854862693),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999999999999998),Greater (1.0),Greater (0.9999999983619183),Greater (1.0),Equal (0.6488039587728462),Greater (1.0),
devops and cloud-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.0750278167687764),Greater (0.9937602290003807),Greater (0.9999093766233214),Equal (0.7760092483615777),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9998908114303042),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999997866371333),Greater (0.9774237113036662),Greater (0.993770759025379),Less (1.579189059022788e-10),Equal (0.11863727482232525),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999957806),Greater (1.0),Equal (0.9207006752964029),Greater (1.0),
devops and cloud-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.8044689847823899),Equal (0.18248693548866202),Equal (0.3412232430666752),Greater (0.9996522836838873),Greater (1.0),Greater (1.0),Greater (0.9999997976402193),Greater (0.9999999889833205),Greater (0.9999985132191004),Greater (0.999999976139603),Greater (0.9902298912933336),Greater (1.0),Greater (0.9999999804948179),Greater (1.0),Greater (0.9954324007340187),Equal (0.5462347722238001),Equal (0.37582929605683313),Less (1.808980739966456e-06),Equal (0.13611416553050334),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999996584665329),Greater (0.9999999966299506),Greater (0.9998139952132367),Greater (0.9999999932656413),Equal (0.5756696474515319),Greater (1.0),
devops and cloud-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.25604814218649696),Equal (0.19910262512003485),Greater (0.9998419035686672),Greater (1.0),Greater (1.0),Greater (0.9999999387395402),Greater (0.9999999965926509),Greater (0.9999993378871076),Greater (0.9999999945551238),Greater (0.9903590253376642),Greater (1.0),Greater (0.9999999989332088),Greater (1.0),Greater (0.9950901015670862),Equal (0.7206585357014985),Equal (0.44925183511862166),Less (6.314151403109915e-08),Equal (0.11138327686282923),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999998544928193),Greater (0.999999999229637),Greater (0.9998143334258323),Greater (0.9999999971979289),Equal (0.510148198284463),Greater (1.0),
devops and cloud-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.01528094424027774),Equal (0.0796222473298335),Greater (1.0),Greater (1.0),Greater (0.9999850314039084),Greater (0.9999980820798555),Greater (0.9998097800035006),Greater (0.9999998998913275),Equal (0.06023181498045867),Greater (1.0),Greater (0.9999885348001942),Greater (1.0),Equal (0.08943878043112326),Equal (0.44577801247863436),Equal (0.8275599919405101),Less (7.745874329693555e-12),Less (0.01986063105626543),Greater (1.0),Greater (0.9999999999999915),Greater (1.0),Greater (0.9999891930356355),Greater (0.9999995917917169),Greater (0.9882922064116952),Greater (0.9999999629213682),Equal (0.2111742908573222),Greater (1.0),
devops and cloud-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999472579467883),Greater (1.0),Greater (1.0),Greater (0.9999999975544788),Greater (0.9999999980526476),Greater (0.9999998430841084),Greater (0.9999999999973458),Greater (0.999391839003084),Greater (1.0),Greater (0.9999999910423344),Greater (1.0),Greater (0.9996975818443679),Equal (0.2537443694040097),Equal (0.10097817214755753),Less (1.3030394121339836e-06),Equal (0.1343655372376541),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999976651336),Greater (0.9999999998337472),Greater (0.9999616686297474),Greater (0.9999999999973069),Equal (0.8777470527365301),Greater (1.0),
devops and cloud-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (0.9999570710103574),Greater (0.9999986513142134),Greater (0.9996824759498492),Greater (0.9999953040164743),Equal (0.18063560492778952),Greater (1.0),Greater (0.9999999999961086),Greater (1.0),Equal (0.46394605319280824),Less (0.01588120892370097),Equal (0.16522004491907272),Less (1.3709794894298072e-16),Less (0.01057765117123702),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999010345430767),Greater (0.9999995784539912),Equal (0.09011297678364874),Greater (0.9999986538275193),Equal (0.08970412482663415),Greater (1.0),
soa and middlewares-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Less (1.596002039544389e-06),Less (0.00036371234310591014),Less (4.3804253692640504e-08),Less (0.012637613383788476),Equal (0.09359966503582356),Greater (0.9999999999975233),Less (4.9106454051242975e-22),Greater (0.9999999999914808),Less (5.3566406910130346e-08),Less (3.33286623077673e-17),Less (9.106530097607412e-13),Less (6.636793574235977e-33),Less (7.691242452624059e-05),Equal (0.4354173622747748),Less (1.1011417304872747e-05),Greater (1.0),Less (0.0005058698321634664),Less (0.002016431051822104),Less (5.760254178055565e-10),Equal (0.21710640541419957),Less (1.7551225396743616e-05),Greater (0.9999989638283161),
soa and middlewares-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (7.145800735698138e-36),Less (1.5948492026465595e-28),Less (5.03560495306687e-43),Less (2.281432337368227e-15),Less (8.901035982713447e-06),Less (4.608649542472073e-103),Less (6.17968301923496e-156),Less (7.531812512396539e-52),Less (2.916873795269763e-28),Less (9.956638965461678e-49),Less (4.256813829216795e-36),Less (2.0839013350715167e-58),Less (8.561153353290327e-08),Less (1.7812271214553752e-233),Less (8.410593818005807e-117),Less (1.7049359760428766e-07),Less (7.689804115593693e-22),Less (4.091494713928466e-24),Less (4.512166733590015e-42),Less (6.80500192209685e-11),Less (1.2931180148489613e-10),Less (1.384278447612257e-144),
soa and middlewares-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.3711793433411139),Equal (0.7145381914601678),Equal (0.29423356972655856),Equal (0.9622524350291982),Greater (0.9999999999999888),Equal (0.5566754569064817),Greater (0.9999999999999979),Equal (0.08488674804089977),Less (7.139465582684971e-05),Less (0.000809559508315574),Less (7.556830105702561e-17),Less (0.002185010471386594),Greater (0.9999986226607234),Greater (0.9961659579901734),Greater (1.0),Equal (0.6686761481435977),Equal (0.26184614401253725),Equal (0.21880665325650073),Equal (0.09802401616677993),Less (0.003044603469024247),Greater (0.999999999998809),
soa and middlewares-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.22418358537488292),Equal (0.7138970894848051),Equal (0.6634225736569059),Greater (0.999999999545163),Equal (0.11119489236035981),Greater (0.9999999998995212),Less (0.012159154470862391),Less (5.185850192222407e-06),Less (6.908359009404339e-05),Less (1.708777104302624e-18),Less (0.0009439109788632382),Greater (0.9995972429649382),Equal (0.18508894626227357),Greater (1.0),Equal (0.7211234899577477),Equal (0.8121284779872213),Less (0.016403893055072723),Equal (0.27482329679194384),Less (0.001437689987532356),Greater (0.9999999736454112),
soa and middlewares-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.16079247941663977),Equal (0.8949342939795819),Greater (1.0),Equal (0.8822728108909473),Greater (1.0),Equal (0.18954122055941136),Less (0.00022302754557424436),Less (0.001712277142958688),Less (6.43966197989706e-16),Less (0.0031014132923149968),Greater (0.9999999846924447),Greater (0.9993326396670841),Greater (1.0),Equal (0.44584918475723967),Equal (0.1427990901297299),Equal (0.3375892151865252),Greater (0.9775522481846708),Less (0.0060482340301958384),Greater (0.9999999999999988),
soa and middlewares-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.5854001053426454),Greater (0.9999912222757198),Equal (0.08753005271002438),Greater (0.9999979828784759),Less (0.004059178733912784),Less (6.460865317253664e-06),Less (0.00015139207786978262),Less (1.236694041258522e-16),Less (0.0005164890447211574),Greater (0.9831495778222827),Equal (0.4341283413345839),Greater (0.9999999999999789),Equal (0.5318178956472381),Equal (0.8879393423294143),Less (0.021221900102619748),Equal (0.5852515183212444),Less (0.0004991376070300808),Greater (0.9999374033127432),
soa and middlewares-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9953757045426072),Equal (0.8330794057697591),Greater (0.9967773136725396),Equal (0.35559135542190945),Equal (0.069681170774356),Equal (0.12650947896330325),Less (8.08792166346191e-06),Less (0.009157337530582722),Equal (0.10639726830518345),Equal (0.3222445377295957),Greater (0.9999811443927015),Equal (0.8423498745596183),Equal (0.5974238489694199),Equal (0.597543446219952),Equal (0.361030427851205),Less (0.01886234699806741),Greater (0.9915563746384324),
soa and middlewares-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (2.2960880665766865e-75),Equal (0.13534237587126643),Less (3.547485226086013e-14),Less (7.76113806177989e-28),Less (2.5549334453528934e-20),Less (8.03754619214289e-43),Less (8.072533539655078e-06),Less (2.238091729918906e-147),Less (1.7273897229632554e-37),Greater (1.0),Less (1.1786549873218041e-08),Less (2.2524960973799976e-08),Less (1.5047490726501488e-19),Less (0.0011379916565324502),Less (3.165530839229946e-07),Less (1.6870219772661628e-16),
software development tools-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Equal (0.1764389762759616),Less (3.4511171899363534e-05),Less (0.000809935716543989),Less (2.0081498188400302e-18),Less (0.0036761466624182426),Greater (1.0),Greater (0.9999999968711626),Greater (1.0),Equal (0.31165895023143164),Equal (0.058830884338558175),Equal (0.2770419072767145),Greater (0.9884103049296336),Less (0.007300988033377689),Greater (1.0),
software development tools-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (6.150048476363585e-15),Less (3.9727475450911445e-28),Less (9.011543350783582e-21),Less (1.8804117797802136e-42),Less (5.956824139060025e-06),Less (3.357627807673711e-39),Less (2.0163573606660634e-32),Greater (1.0),Less (2.842196059851085e-09),Less (5.7228621489270195e-09),Less (4.714528908299771e-20),Less (0.0004400281210252069),Less (1.8388044407909133e-07),Less (5.600824259792637e-08),
software development tools-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.05933498510165606),Equal (0.15932296930611134),Less (5.999101088988221e-11),Less (0.008467446406271444),Greater (0.9999999786547815),Greater (0.9999448749629077),Greater (1.0),Greater (0.9752400431128593),Greater (0.9939001255198835),Equal (0.6287282275254378),Greater (0.9989583517750157),Equal (0.06264123041617943),Greater (0.9999999999996354),
software development tools-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.8235365565667929),Less (6.400075820337349e-07),Equal (0.09560246115938796),Greater (1.0),Greater (0.9999999999913175),Greater (1.0),Greater (0.999941218713636),Greater (0.9999977650432743),Greater (0.9927857383931027),Greater (0.9999987205489895),Equal (0.414528247755923),Greater (1.0),
software development tools-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.7612621920243675e-06),Equal (0.10756842968478465),Greater (0.9999999999996001),Greater (0.9999999925657467),Greater (1.0),Greater (0.9994532026241719),Greater (0.9999604660249682),Greater (0.9793490873541603),Greater (0.9999681207415678),Equal (0.36269565196675824),Greater (1.0),
software development tools-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.8137157884072457),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999996),Greater (1.0),Greater (0.9999999999972115),Greater (0.9999999999999999),Equal (0.06249596355288496),Greater (1.0),
software development tools-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999181595578888),Greater (0.9996579928746978),Greater (0.9999998049271217),Greater (0.9987480317931944),Greater (0.9991330518588047),Greater (0.9927362791225061),Greater (0.9997473421730557),Equal (0.38112892551369115),Greater (0.9999896669038736),
software development tools-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (2.8368915869248325e-07),Greater (1.0),Less (0.0006156793021190553),Less (0.002326877396351152),Less (2.6307589294338043e-10),Equal (0.2417101531791752),Less (1.5179759628644673e-05),Greater (1.0),
web development-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Equal (0.09701123806161327),Equal (0.30515519115841916),Less (1.991073091416497e-05),Equal (0.8763385504510763),Less (0.0001631787715310446),Greater (1.0),
web development-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.0390079422364842e-19),Less (1.0670738735865058e-20),Less (1.5222058179692024e-37),Less (1.0835970991382922e-09),Less (1.5720590153303565e-10),Less (2.3166732284961265e-106),
web development-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.5690540290223968),Equal (0.1318312788535635),Equal (0.2276905249183595),Less (0.001796955205730739),Greater (0.9999998104167093),
web development-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.011792817648654518),Equal (0.41955957166967983),Less (0.0009149478684944474),Greater (0.9999994369760146),
web development-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.996040383122815),Less (0.01642533166917101),Greater (1.0),
web development-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0001900479477415753),Greater (0.9956112982992975),
web development-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.999999555019656),
web development-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
